TransactionNumber,Timestamp,AccountNumber,TransactionType,Amount,Currency,Description,TransactionStatus,TransactionMethod,TransactionOrigin,TransactionReferenceNumber,DestinationAccountID,DestinationCustomerName,DestinationBankID,DestinationCountry,TransactionFees,TransactionAuthorizationMethod,TransactionLocation,money_laundering,CustomerName
1000003986,2024-03-18 11:40:35,1000000012,Deposit,300.0,AUD,Bonus Deposit,Completed,Electronic Transfer,Online Banking,REF1000001690,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000003987,2024-03-18 11:40:35,1000000014,Deposit,300.0,AUD,Bonus Deposit,Completed,Electronic Transfer,Online Banking,REF1000002148,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000003988,2024-03-18 11:55:30,1000000003,Bill Payment,80.0,AUD,Electricity Bill Payment,Completed,Online Banking,Online Banking,REF1000000295,1000000036,Stephen Lewis,BSB654123,Australia,0.0,Authorisation workflow,Australia,0,
1000003989,2024-03-18 11:55:40,1000000008,Deposit,100.0,AUD,Bonus Deposit,Completed,Electronic Transfer,Online Banking,REF1000000908,nil,nil,nil,nil,0.0,Limits,Australia,0,
1000003990,2024-03-18 12:25:35,1000000029,Transfer,400.0,AUD,Friend's Loan,Completed,Online Banking,Online Banking,REF1000004428,1000000036,Stephen Lewis,BSB654123,Australia,0.0,Authorisation rule,Australia,0,
1000003991,2024-03-18 12:35:55,1000000036,Transfer,800.0,AUD,Investment Fund,Completed,Online Banking,Online Banking,REF1000005308,1000000045,Kathleen Davis,BSB567890,Australia,5.0,Limits,Australia,0,
1000003992,2024-03-18 13:10:30,1000000041,Purchase,50.0,AUD,Online Shopping,Completed,Electronic Transfer,Online Banking,REF1000005924,1000000024,Christopher Allen,BSB123459,Australia,0.0,Authorisation rule,Australia,0,
1000003993,2024-03-18 13:20:35,1000000026,Interest accrual,10.0,AUD,Savings Interest,Completed,Authorisation workflow,In-branch,REF1000004037,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000003994,2024-03-18 13:25:15,1000000027,Fee charge,20.0,AUD,Transaction Fee,Completed,Direct Debit,Direct Debit,REF1000004156,nil,nil,nil,nil,0.0,Limits,Australia,0,
1000003995,2024-03-18 13:40:15,1000000009,Fee charge,20.0,AUD,Transaction Fee,Completed,Direct Debit,Direct Debit,REF1000001031,nil,nil,nil,nil,0.0,Limits,Australia,0,
1000003996,2024-03-18 13:40:15,1000000022,Fee charge,10.0,AUD,Transaction Fee,Completed,Direct Debit,Direct Debit,REF1000003435,nil,nil,nil,nil,0.0,Limits,Sunshine Coast,0,
1000003997,2024-03-18 13:40:25,1000000025,Purchase,80.0,AUD,Online Shopping,Completed,Mobile Banking,Online Banking,REF1000003824,OnlineRetail456,Online Retail Store,BSBOnlineRetail,Australia,0.0,Authorisation rule,Australia,0,
1000003998,2024-03-18 13:40:25,1000000028,Fee charge,20.0,AUD,Account Maintenance Fee,Completed,Direct Debit,Direct Debit,REF1000004306,nil,nil,nil,nil,0.0,Authorisation workflow,Australia,0,
1000003999,2024-03-18 13:40:25,1000000034,Fee charge,20.0,AUD,Transaction Fee,Completed,Direct Debit,Direct Debit,REF1000005026,nil,nil,nil,nil,0.0,Limits,Australia,0,
1000004000,2024-03-18 13:40:25,1000000044,Fee charge,10.0,AUD,Transaction Fee,Completed,Direct Debit,Direct Debit,REF1000006316,nil,nil,nil,nil,0.0,Limits,Darwin,0,
1000004001,2024-03-18 13:40:25,1000000049,Fee charge,20.0,AUD,Account Maintenance Fee,Completed,Direct Debit,Direct Debit,REF1000007246,nil,nil,nil,nil,0.0,Limits,Australia,0,
1000004002,2024-03-18 13:40:25,1000000049,Fee charge,20.0,AUD,Transaction Fee,Completed,Direct Debit,Direct Debit,REF1000007306,nil,nil,nil,nil,0.0,Limits,Australia,0,
1000004003,2024-03-18 13:40:55,1000000018,Bill Payment,100.0,AUD,Electricity Bill Payment,Completed,Online Banking,Online Banking,REF1000002686,1000000035,Kathleen Davis,BSB567890,Australia,0.0,Authentication,Australia,0,
1000004004,2024-03-18 13:45:15,1000000050,Fee charge,20.0,AUD,Service Fee,Completed,Direct Debit,Direct Debit,REF1000007426,nil,nil,nil,nil,0.0,Limits,Australia,0,
1000004005,2024-03-18 13:45:25,1000000045,Fee charge,20.0,AUD,Transaction Fee,Completed,Direct Debit,Direct Debit,REF1000006434,nil,nil,nil,nil,0.0,Limits,Gold Coast,0,
1000004006,2024-03-18 13:45:55,1000000020,Fee charge,20.0,AUD,Account maintenance fee,Completed,Direct Debit,Direct Debit,REF1000002986,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000004007,2024-03-18 14:10:55,1000000003,Purchase,70.0,AUD,Clothing Shopping,Completed,Online Banking,Online Banking,REF1000000278,1000000024,Christopher Allen,BSB123459,Australia,0.0,Authentication,Brisbane,0,
1000004008,2024-03-18 14:20:15,1000000041,Withdrawal,500.0,AUD,ATM Withdrawal,Completed,ATM,ATM,REF1000005907,nil,nil,nil,nil,0.0,Authentication,Perth,0,
1000004009,2024-03-18 14:20:15,1000000041,Withdrawal,500.0,AUD,ATM Withdrawal,Completed,ATM,ATM,REF1000005919,nil,nil,nil,nil,0.0,Authentication,Perth,0,
1000004010,2024-03-18 14:20:50,1000000009,Bill Payment,12.0,AUD,Phone Bill,Completed,Online Banking,Online Banking,REF1000001208,1000000041,Patricia Brown,BSB123456,Australia,0.0,Authentication,Australia,0,
1000004011,2024-03-18 14:20:55,1000000008,Withdrawal,300.0,AUD,Cash Withdrawal,Completed,Cash,In-branch,REF1000000890,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000004012,2024-03-18 14:25:30,1000000046,Purchase,70.0,AUD,Grocery Shopping,Completed,Debit Card,POS,REF1000006869,1000000038,Raymond Thompson,BSB654321,Australia,0.0,Authentication,Australia,0,
1000004013,2024-03-18 14:25:50,1000000049,Fee charge,10.0,AUD,Service Fee,Completed,Direct Debit,Direct Debit,REF1000007228,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000004014,2024-03-18 14:25:50,1000000049,Fee charge,10.0,AUD,Service Fee,Completed,Direct Debit,Direct Debit,REF1000007240,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000004015,2024-03-18 14:25:55,1000000004,Interest accrual,10.0,AUD,Savings Account Interest,Completed,Authorisation workflow,Credit Card,REF1000000397,nil,nil,nil,nil,0.0,Limits,Australia,0,
1000004016,2024-03-18 14:30:40,1000000046,Withdrawal,400.0,AUD,Emergency Cash Withdrawal,Completed,Cash,In-branch,REF1000006828,nil,nil,nil,nil,0.0,Authorisation rule,Australia,0,
1000004017,2024-03-18 14:30:45,1000000010,Withdrawal,140.0,AUD,Emergency Cash Withdrawal,Completed,ATM,ATM,REF1000001388,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000004018,2024-03-18 14:55:40,1000000045,Deposit,400.0,AUD,Bonus Deposit,Completed,Electronic Transfer,Online Banking,REF1000006528,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000004019,2024-03-18 14:55:40,1000000046,Deposit,400.0,AUD,Extra Savings Deposit,Completed,Electronic Transfer,Online Banking,REF1000006809,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000004020,2024-03-18 14:55:55,1000000001,Withdrawal,190.0,AUD,Dinner Expense,Completed,POS,In-branch,REF1000000048,nil,nil,nil,nil,0.0,Limits,Australia,0,
1000004021,2024-03-18 15:10:50,1000000044,Bill Payment,120.0,AUD,Phone Bill,Completed,Online Banking,Online Banking,REF1000006308,1000000013,AquaPurify Co.,SWIFT1234,Australia,0.0,Authentication,Darwin,0,
1000004022,2024-03-18 15:50:45,1000000042,Purchase,40.0,AUD,Coffee Shop Purchase,Completed,Credit Card,POS,REF1000006037,1000000050,Joseph Young,BSB012345,Australia,0.0,Limits,Australia,0,
1000004023,2024-03-18 16:20:45,1000000016,Withdrawal,400.0,AUD,Emergency Cash,Completed,ATM,ATM,REF1000002439,nil,nil,nil,nil,2.0,Limits,Australia,0,
1000004024,2024-03-18 16:20:45,1000000026,Fee charge,20.0,AUD,Maintenance Fee,Completed,Direct Debit,Direct Debit,REF1000004028,nil,nil,nil,nil,0.0,Limits,Australia,0,
1000004025,2024-03-18 16:25:20,1000000018,Transfer,220.0,AUD,Repayment transfer,Completed,Electronic Transfer,Online Banking,REF1000002677,1000000013,Elizabeth Moore,BSB012345,Australia,0.0,Limits,Australia,0,
1000004026,2024-03-18 16:50:30,1000000030,Withdrawal,250.0,AUD,Emergency Cash,Completed,ATM,In-branch,REF1000004538,nil,nil,nil,nil,2.5,Authorisation rule,Bunbury,0,
1000004027,2024-03-18 17:20:35,1000000015,Interest accrual,10.0,AUD,Monthly interest,Completed,Authorisation workflow,Online Banking,REF1000002327,nil,nil,nil,nil,0.0,Authentication,Bunbury,0,
1000004028,2024-03-18 17:20:40,1000000023,Transfer,700.0,AUD,Friend's Loan Repayment,Completed,Online Banking,Online Banking,REF1000003555,1000000036,Stephen Lewis,BSB654123,Australia,5.0,Limits,Australia,0,
1000004029,2024-03-18 17:25:35,1000000013,Failed,90.0,AUD,Home Decor Purchase,Completed,Online Banking,Online Banking,REF1000001923,1000000040,Christopher Taylor,BSB321321,Australia,0.0,Limits,Australia,0,
1000004030,2024-03-18 17:30:40,1000000018,Transfer,200.0,AUD,Family Transfer,Completed,Online Banking,Online Banking,REF1000002743,1000000028,Paul Harris,BSB123463,Australia,0.0,Authentication,Australia,0,
1000004031,2024-03-18 17:30:50,1000000046,Deposit,400.0,AUD,Part-time Job Deposit,Completed,Electronic Transfer,Online Banking,REF1000006737,nil,nil,nil,nil,0.0,Limits,Australia,0,
1000004032,2024-03-18 17:40:35,1000000013,Interest accrual,20.0,AUD,Savings Account Interest,Completed,Authorisation workflow,Online Banking,REF1000001816,nil,nil,nil,nil,0.0,Limits,Ballarat,0,
1000004033,2024-03-18 17:55:40,1000000043,Deposit,400.0,AUD,Bonus Deposit,Completed,Electronic Transfer,Online Banking,REF1000006175,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000004034,2024-03-19 09:30:10,1000000023,Withdrawal,250.0,AUD,Cash Withdrawal,Completed,Cash,ATM,REF1000003539,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000004035,2024-03-19 09:30:20,1000000019,Transfer,250.0,AUD,Gift to friend,Completed,Online Banking,Online Banking,REF1000002849,1000000028,Paul Harris,BSB123463,Australia,0.0,Limits,Australia,0,
1000004036,2024-03-19 09:30:35,1000000025,Withdrawal,200.0,AUD,Cash Withdrawal,Completed,ATM,In-branch,REF1000003809,nil,nil,nil,nil,0.0,Authentication,Wagga Wagga,0,
1000004037,2024-03-19 09:30:40,1000000038,Withdrawal,200.0,AUD,Emergency Cash,Completed,ATM,In-branch,REF1000005549,nil,nil,nil,nil,2.0,Authorisation workflow,Bundaberg,0,
1000004038,2024-03-19 09:30:45,1000000009,Failed,7.0,AUD,Stationery Store,Completed,Debit Card,POS,REF1000001209,1000000045,Kathleen Davis,BSB567890,Australia,0.0,Limits,Australia,0,
1000004039,2024-03-19 09:40:50,1000000024,Deposit,300.0,AUD,Bonus Deposit,Completed,Electronic Transfer,Online Banking,REF1000003669,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000004040,2024-03-19 09:55:15,1000000044,Purchase,250.0,AUD,Electronics Shopping,Completed,Credit Card,POS,REF1000006309,1000000033,Amanda Wilson,BSB123123,Australia,0.0,Authorisation workflow,Darwin,0,
1000004041,2024-03-19 09:55:30,1000000042,Deposit,300.0,AUD,Bonus Deposit,Completed,Electronic Transfer,Online Banking,REF1000006038,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000004042,2024-03-19 10:20:50,1000000004,Transfer,200.0,AUD,Gift to Family,Completed,Online Banking,Online Banking,REF1000000409,1000000035,Kathleen Davis,BSB567890,Australia,0.0,Limits,Australia,0,
1000004043,2024-03-19 10:30:30,1000000001,Purchase,130.0,AUD,Gadget Purchase,Completed,Mobile Banking,POS,REF1000000049,1000000020,Kevin Walker,BSB012345,Australia,0.0,Authentication,Australia,0,
1000004044,2024-03-19 10:30:35,1000000029,Transfer,700.0,AUD,Family Transfer,Completed,Online Banking,Online Banking,REF1000004411,1000000039,Christopher Taylor,BSB321321,Australia,0.0,Authorisation rule,Australia,0,
1000004045,2024-03-19 11:15:30,1000000026,Deposit,250.0,AUD,Investment Return Deposit,Completed,Electronic Transfer,Online Banking,REF1000004029,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000004046,2024-03-19 11:20:30,1000000010,Transfer,220.0,AUD,Friendship Transfer,Completed,Online Banking,Online Banking,REF1000001389,1000000046,Matthew Jones,BSB678901,Australia,0.0,Authentication,Australia,0,
1000004047,2024-03-19 11:30:40,1000000046,Purchase,90.0,AUD,Bookstore Purchase,Completed,Credit Card,POS,REF1000006882,1000000037,Jessica Robinson,BSB123654,Australia,0.0,Authentication,Australia,0,
1000004048,2024-03-19 11:35:50,1000000009,Withdrawal,200.0,AUD,Cash Withdrawal for Travel,Completed,ATM,In-branch,REF1000001024,nil,nil,nil,nil,0.0,Authentication,Gold Coast,0,
1000004049,2024-03-19 11:55:10,1000000037,Purchase,60.0,AUD,Clothing Shopping,Completed,Mobile Banking,Online Banking,REF1000005430,1000000042,Timothy Moore,BSB234567,Australia,0.0,Limits,Albany,0,
1000004050,2024-03-19 12:15:15,1000000028,Purchase,80.0,AUD,Coffee shop purchase,Completed,Debit Card,POS,REF1000004299,CoffeeShop456,Local Coffee Shop,CoffeeShopBankID,Australia,0.0,Authorisation rule,Cafe,0,
1000004051,2024-03-19 12:25:50,1000000047,Transfer,1799.0,AUD,Fund Transfer,Completed,Online,Mobile Banking,REF1000007575,1000000050,Jeremy Martin,BSB012345,Australia,17.99,Authentication,"Sydney, Australia",1,
1000004052,2024-03-19 12:35:30,1000000021,Transfer,120.0,AUD,Gift to Friend,Completed,Online Banking,Online Banking,REF1000003261,1000000037,Jessica Robinson,BSB123654,Australia,0.0,Authentication,Wollongong,0,
1000004053,2024-03-19 12:45:30,1000000018,Withdrawal,120.0,AUD,Cash Withdrawal,Completed,ATM,ATM,REF1000002729,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000004054,2024-03-19 13:10:40,1000000018,Fee charge,12.0,AUD,Service fee,Completed,Direct Debit,Direct Debit,REF1000002678,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000004055,2024-03-19 13:10:55,1000000016,Transfer,500.0,AUD,Friend Transfer,Completed,Online Banking,Online Banking,REF1000002440,1000000042,Timothy Moore,BSB321321,Australia,5.0,Limits,Australia,0,
1000004056,2024-03-19 13:15:40,1000000030,Transfer,150.0,AUD,Sibling Transfer,Completed,Online Banking,Online Banking,REF1000004539,1000000020,Kevin Walker,BSB012345,Australia,1.5,Limits,Bunbury,0,
1000004057,2024-03-19 14:10:30,1000000015,Withdrawal,150.0,AUD,Cash Withdrawal,Completed,Cash,ATM,REF1000002310,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000004058,2024-03-19 14:20:35,1000000002,Interest accrual,10.0,AUD,Monthly Interest,Completed,Authorisation workflow,Online Banking,REF1000000160,nil,nil,nil,nil,0.0,Limits,Australia,0,
1000004059,2024-03-19 14:20:40,1000000027,Transfer,250.0,AUD,Sibling Support Transfer,Completed,Online Banking,Online Banking,REF1000004140,1000000048,Jason Clark,BSB890123,Australia,0.0,Authorisation rule,Australia,0,
1000004060,2024-03-19 14:20:50,1000000017,Withdrawal,200.0,AUD,Emergency Cash,Completed,ATM,ATM,REF1000002549,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000004061,2024-03-19 14:30:35,1000000048,Fee charge,25.0,AUD,Service Fee,Completed,Direct Debit,Direct Debit,REF1000007120,nil,nil,nil,nil,0.0,Authentication,Brisbane,0,
1000004062,2024-03-19 14:30:35,1000000050,Transfer,800.0,AUD,Shared Rent,Completed,Online Banking,Online Banking,REF1000007412,1000000037,Jessica Robinson,BSB123654,Australia,5.0,Limits,Australia,0,
1000004063,2024-03-19 14:30:50,1000000045,Transfer,300.0,AUD,Family Support Transfer,Completed,Online Banking,Online Banking,REF1000006601,1000000039,Dorothy White,BSB123123,Australia,0.0,Authentication,Gold Coast,0,
1000004064,2024-03-19 14:40:25,1000000013,Failed,160.0,AUD,Emergency Cash,Completed,ATM,In-branch,REF1000001924,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000004065,2024-03-19 14:45:55,1000000045,Interest accrual,12.0,AUD,Monthly Interest,Completed,Authorisation workflow,Online Banking,REF1000006427,nil,nil,nil,nil,0.0,Authentication,Gold Coast,0,
1000004066,2024-03-19 14:50:55,1000000035,Purchase,90.0,AUD,Electronics Purchase,Completed,Mobile Banking,POS,REF1000005203,1000000025,Amy King,BSB123460,Australia,0.0,Authentication,Australia,0,
1000004067,2024-03-19 14:55:40,1000000040,Fee charge,15.0,AUD,Service Fee,Completed,Direct Debit,Direct Debit,REF1000005799,nil,nil,nil,nil,0.0,Limits,Melbourne,0,
1000004068,2024-03-19 15:20:55,1000000005,Withdrawal,160.0,AUD,Shopping Expense,Completed,ATM,In-branch,REF1000000528,nil,nil,nil,nil,0.0,Authentication,Adelaide,0,
1000004069,2024-03-19 17:10:40,1000000049,Fee charge,15.0,AUD,Transaction Fee,Completed,Direct Debit,Direct Debit,REF1000007300,nil,nil,nil,nil,0.0,Authorisation workflow,Australia,0,
1000004070,2024-03-20 09:30:05,1000000005,Transfer,280.0,AUD,Repayment,Completed,Online Banking,Online Banking,REF1000000529,1000000008,Robert Brown,BSB123456,Australia,0.0,Limits,Adelaide,0,
1000004071,2024-03-20 09:30:30,1000000045,Deposit,450.0,AUD,Bonus Deposit,Completed,Electronic Transfer,Online Banking,REF1000006428,nil,nil,nil,nil,0.0,Limits,Gold Coast,0,
1000004072,2024-03-20 09:30:40,1000000045,Interest accrual,50.0,AUD,Savings Interest,Completed,Authorisation workflow,Online Banking,REF1000006435,nil,nil,nil,nil,0.0,Authentication,Gold Coast,0,
1000004073,2024-03-20 09:35:50,1000000010,Purchase,90.0,AUD,Tech Gadgets Purchase,Completed,Debit Card,POS,REF1000001390,1000000047,Samantha White,BSB789012,Australia,0.0,Authentication,Australia,0,
1000004074,2024-03-20 09:45:30,1000000036,Purchase,70.0,AUD,Grocery Shopping,Completed,Credit Card,POS,REF1000005309,1000000048,Jason Clark,BSB890123,Australia,0.0,Authorisation rule,Brisbane,0,
1000004075,2024-03-20 09:45:55,1000000033,Fee charge,20.0,AUD,Service Fee,Completed,Direct Debit,Direct Debit,REF1000004888,nil,nil,nil,nil,0.0,Limits,Australia,0,
1000004076,2024-03-20 09:45:55,1000000033,Fee charge,20.0,AUD,Service Fee,Completed,Direct Debit,Direct Debit,REF1000004900,nil,nil,nil,nil,0.0,Limits,Australia,0,
1000004077,2024-03-20 09:50:20,1000000029,Withdrawal,200.0,AUD,Emergency Cash,Completed,ATM,ATM,REF1000004429,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000004078,2024-03-20 10:25:50,1000000030,Purchase,20.0,AUD,Stationery Store,Completed,Mobile Banking,POS,REF1000004540,1000000024,Christopher Allen,BSB123459,Australia,0.0,Authentication,Coffs Harbour,0,
1000004079,2024-03-20 10:45:15,1000000041,Fee charge,20.0,AUD,Service Fee,Completed,Direct Debit,Direct Debit,REF1000005925,nil,nil,nil,nil,0.0,Limits,Australia,0,
1000004080,2024-03-20 10:45:55,1000000018,Deposit,300.0,AUD,Bonus Deposit,Completed,Electronic Transfer,Online Banking,REF1000002679,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000004081,2024-03-20 10:55:35,1000000025,Fee charge,10.0,AUD,Service Fee,Completed,Direct Debit,Direct Debit,REF1000003825,nil,nil,nil,nil,0.0,Limits,Australia,0,
1000004082,2024-03-20 11:10:25,1000000042,Transfer,170.0,AUD,Charity Donation Transfer,Completed,Online Banking,Online Banking,REF1000006039,1000000035,Deborah Clark,BSB123459,Australia,0.0,Authorisation workflow,Australia,0,
1000004083,2024-03-20 11:20:55,1000000009,Transfer,100.0,AUD,Repayment to Family Member,Completed,Online Banking,Online Banking,REF1000001013,1000000036,Stephen Lewis,BSB654123,Australia,0.0,Limits,Gold Coast,0,
1000004084,2024-03-20 11:25:15,1000000013,Transfer,450.0,AUD,Charity Donation,Completed,Online Banking,Online Banking,REF1000001798,1000000039,Dorothy White,BSB123123,Australia,2.0,Limits,Ballarat,0,
1000004085,2024-03-20 11:25:30,1000000003,Fee charge,5.0,AUD,Service Fee,Completed,Direct Debit,Direct Debit,REF1000000279,nil,nil,nil,nil,0.0,Authentication,Brisbane,0,
1000004086,2024-03-20 11:25:55,1000000046,Withdrawal,150.0,AUD,Emergency Cash Withdrawal,Completed,ATM,In-branch,REF1000006810,nil,nil,nil,nil,0.0,Authentication,Canberra,0,
1000004087,2024-03-20 11:30:30,1000000044,Fee charge,15.0,AUD,Service Fee,Completed,Direct Debit,Direct Debit,REF1000006310,nil,nil,nil,nil,0.0,Limits,Darwin,0,
1000004088,2024-03-20 11:35:30,1000000035,Withdrawal,130.0,AUD,Emergency Cash,Completed,ATM,In-branch,REF1000005204,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000004089,2024-03-20 11:35:40,1000000011,Deposit,400.0,AUD,Bonus Deposit,Completed,Electronic Transfer,Online Banking,REF1000001500,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000004090,2024-03-20 11:40:35,1000000041,Fee charge,10.0,AUD,Service Fee,Completed,Direct Debit,Direct Debit,REF1000005908,nil,nil,nil,nil,0.0,Limits,Perth,0,
1000004091,2024-03-20 11:45:30,1000000004,Transfer,150.0,AUD,Charity Donation,Completed,Online Banking,Online Banking,REF1000000398,1000000029,Rebecca Martinez,BSB123464,Australia,0.0,Limits,Australia,0,
1000004092,2024-03-20 11:45:30,1000000008,Deposit,400.0,AUD,Bonus Deposit,Completed,Electronic Transfer,Online Banking,REF1000000891,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000004093,2024-03-20 11:50:15,1000000049,Interest accrual,20.0,AUD,Savings Account Interest,Completed,Authorisation workflow,Bank System,REF1000007229,nil,nil,nil,nil,0.0,N/A,Australia,0,
1000004094,2024-03-20 11:50:40,1000000046,Withdrawal,120.0,AUD,Emergency Cash,Completed,ATM,ATM,REF1000006870,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000004095,2024-03-20 11:50:55,1000000012,Deposit,400.0,AUD,Bonus Deposit,Completed,Electronic Transfer,Online Banking,REF1000001678,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000004096,2024-03-20 11:55:30,1000000006,Withdrawal,80.0,AUD,Emergency Cash Withdrawal,Completed,Cash,In-branch,REF1000000638,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000004097,2024-03-20 11:55:55,1000000019,Purchase,180.0,AUD,Grocery shopping,Completed,Mobile Banking,POS,REF1000002864,GroceryStore789,Local Grocery Store,BSB000004,Australia,0.0,Authentication,Australia,0,
1000004098,2024-03-20 11:55:55,1000000046,Transfer,300.0,AUD,Gift Transfer,Completed,Online Banking,Online Banking,REF1000006829,1000000031,Betty Thomas,BSB123456,Australia,0.0,Limits,Australia,0,
1000004099,2024-03-20 12:15:15,1000000013,Failed,130.0,AUD,Repayment Transfer,Completed,Online Banking,Online Banking,REF1000001925,1000000042,Timothy Moore,BSB234567,Australia,0.0,Authentication,Australia,0,
1000004100,2024-03-20 12:20:15,1000000017,Transfer,150.0,AUD,Friend Transfer,Completed,Online Banking,Online Banking,REF1000002566,1000000043,Laura Anderson,BSB345678,Australia,1.5,Limits,Australia,0,
1000004101,2024-03-20 12:25:55,1000000045,Transfer,600.0,AUD,Friendship Loan Repayment,Completed,Online Banking,Online Banking,REF1000006529,1000000039,Dorothy White,BSB123123,Australia,5.0,Limits,Australia,0,
1000004102,2024-03-20 12:35:30,1000000009,Fee charge,4.0,AUD,Account Maintenance Fee,Completed,Direct Debit,Direct Debit,REF1000001210,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000004103,2024-03-20 13:40:25,1000000003,Fee charge,10.0,AUD,Account Maintenance Fee,Completed,Direct Debit,Direct Debit,REF1000000296,nil,nil,nil,nil,0.0,Limits,Australia,0,
1000004104,2024-03-20 14:15:25,1000000047,Transfer,200.0,AUD,Friend Loan,Completed,Online Banking,Online Banking,REF1000007009,1000000042,Timothy Moore,BSB234567,Australia,0.0,Authorisation rule,Australia,0,
1000004105,2024-03-20 14:20:15,1000000043,Withdrawal,250.0,AUD,ATM Withdrawal,Completed,ATM,ATM,REF1000006189,nil,nil,nil,nil,0.0,Limits,Australia,0,
1000004106,2024-03-20 14:20:40,1000000024,Withdrawal,200.0,AUD,Emergency Cash Withdrawal,Completed,ATM,In-branch,REF1000003658,nil,nil,nil,nil,2.0,Authorisation workflow,Australia,0,
1000004107,2024-03-20 14:20:55,1000000018,Withdrawal,150.0,AUD,Cash Withdrawal,Completed,Cash,ATM,REF1000002744,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000004108,2024-03-20 14:30:40,1000000045,Withdrawal,150.0,AUD,Cash Withdrawal,Completed,ATM,ATM,REF1000006619,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000004109,2024-03-20 14:30:55,1000000010,Fee charge,10.0,AUD,Service Fee,Completed,Direct Debit,Direct Debit,REF1000001319,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000004110,2024-03-20 14:30:55,1000000020,Deposit,400.0,AUD,Bonus Deposit,Completed,Electronic Transfer,Online Banking,REF1000002968,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000004111,2024-03-20 14:30:55,1000000020,Deposit,400.0,AUD,Bonus Deposit,Completed,Electronic Transfer,Online Banking,REF1000002980,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000004112,2024-03-20 14:30:55,1000000043,Transfer,250.0,AUD,Sibling Support,Completed,Online Banking,Online Banking,REF1000006176,1000000035,Kathleen Davis,BSB567890,Australia,0.0,Limits,Australia,0,
1000004113,2024-03-20 14:35:50,1000000046,Purchase,70.0,AUD,Grocery Shopping,Completed,Debit Card,POS,REF1000006720,1000000031,Elizabeth Moore,BSB345678,Australia,0.0,Authentication,Australia,0,
1000004114,2024-03-20 14:45:20,1000000026,Transfer,220.0,AUD,Loan Repayment Transfer,Completed,Online Banking,Online Banking,REF1000004030,1000000048,Jason Clark,BSB890123,Australia,0.0,Authorisation rule,Australia,0,
1000004115,2024-03-20 14:45:30,1000000028,Fee charge,25.0,AUD,Transaction fee,Completed,Direct Debit,Direct Debit,REF1000004300,nil,nil,nil,nil,0.0,Authorisation workflow,Retail Store,0,
1000004116,2024-03-20 14:50:40,1000000014,Transfer,120.0,AUD,Family Support,Completed,Online Banking,Online Banking,REF1000002149,1000000030,Joshua Anderson,BSB123465,Australia,0.0,Authentication,Australia,0,
1000004117,2024-03-20 14:55:10,1000000049,Transfer,700.0,AUD,Friend Loan,Completed,Online Banking,Online Banking,REF1000007289,1000000032,Gary Martin,BSB654321,Australia,5.0,Limits,Australia,0,
1000004118,2024-03-20 14:55:15,1000000023,Withdrawal,400.0,AUD,Emergency Cash,Completed,ATM,In-branch,REF1000003556,nil,nil,nil,nil,0.0,Authentication,Australia,0,
1000004119,2024-03-20 14:55:15,1000000046,Transfer,200.0,AUD,Family Transfer,Completed,Online Banking,Online Banking,REF1000006738,1000000027,Nancy Wright,BSB123462,Australia,0.0,Authentication,Australia,0,
1000004120,2024-03-20 14:55:15,1000000047,Transfer,300.0,AUD,Family Transfer,Completed,Online Banking,Online Banking,REF1000006990,1000000039,Dorothy White,BSB123123,Australia,0.0,Authentication,Sydney,0,
